53.894714,52.781845
47.857214,55.016187
44.212298,54.804594
48.807351,50.327478
46.581174,53.849495
52.404857,55.633833
48.786244,56.778751
56.457751,53.722800
43.654718,46.574991
54.442958,45.420517
50.554270,44.332032
47.645390,49.291351
51.907340,52.653324
43.031554,50.204657
52.349378,52.632627
51.429538,43.011545
43.024618,53.694092
43.906264,50.945147
53.146604,45.628150
49.946777,45.637250
57.597319,48.184917
43.818445,52.758003
48.714646,52.462289
43.118223,50.465537
43.418368,51.222229
52.884133,53.106138
46.366879,44.766059
51.518330,57.114835
48.971454,48.746803
54.374636,45.105830
50.387826,44.582425
48.126389,42.878411
46.164293,51.514231
45.585515,46.921089
54.861079,52.484902
43.610364,51.905632
52.247466,48.472724
47.507216,49.126539
52.121843,47.479856
54.601697,51.660378
51.632416,43.398713
49.203851,56.968551
53.974630,45.117221
49.371914,52.187132
47.891694,53.595200
50.057664,46.100824
51.534207,54.350533
51.865306,53.128378
52.432513,52.466444
50.320492,57.577111
47.909226,50.805758
50.307896,55.134758
52.455733,47.679073
53.360483,54.404131
51.212498,57.904388
44.705077,48.334186
46.762588,48.559439
44.230238,50.627240
51.366320,43.309055
49.902346,50.589625
42.951961,52.626398
52.358878,55.221186
44.111015,53.167163
47.456073,47.737011
45.990840,47.484110
51.181485,46.999643
42.104030,49.954903
51.371752,55.373925
54.682894,49.853910
48.279831,44.798919
49.291827,53.595390
46.993861,47.599578
47.264708,43.642692
51.213546,42.279698
47.050381,47.516480
46.185629,54.154316
43.470449,45.671867
47.716798,56.116539
46.889412,49.170396
47.357912,43.127613
52.001360,56.949811
51.590159,51.238135
45.163599,54.373012
46.619459,54.346634
51.568620,47.522206
56.768495,52.720142
51.774585,51.300555
42.775777,49.278192
46.865575,56.774227
43.875809,51.215402
57.303853,47.591690
50.493949,48.102725
56.176093,48.671941
48.927034,49.776745
53.355483,43.342104
52.629684,56.157179
44.618802,46.378838
46.779060,43.624478
57.961847,49.924118
56.451566,47.287752
50.948816,54.211957
47.898307,49.572074
50.626589,46.182428
47.425725,48.841698
44.780819,47.245804
55.997219,51.456040
47.861350,44.175116
51.822509,45.293146
56.513380,46.211034
55.405413,49.788299
48.740599,49.232161
48.419079,47.791000
43.738837,53.178202
49.949669,44.971112
53.168213,44.909539
51.822790,42.916160
52.481692,45.826365
48.059198,45.498495
50.592567,43.016744
47.351346,47.068004
52.896458,44.282525
52.125172,51.296832
53.719500,49.436807
54.030217,49.865112
55.920561,45.749970
47.043647,50.794871
49.474730,53.943671
48.266734,44.070978
46.298036,55.061773
47.938577,51.205037
47.026951,48.851835
