50.486839,50.347731
49.732152,50.627023
49.276537,50.600574
49.850919,50.040935
49.572647,50.481187
50.300607,50.704229
49.848280,50.847344
50.807219,50.465350
49.206840,49.571874
50.555370,49.427565
50.069284,49.291504
49.705674,49.911419
50.238417,50.331666
49.128944,50.025582
50.293672,50.329078
50.178692,49.126443
49.128077,50.461761
49.238283,50.118143
50.393325,49.453519
49.993347,49.454656
50.949665,49.773115
49.227306,50.344750
49.839331,50.307786
49.139778,50.058192
49.177296,50.152779
50.360517,50.388267
49.545860,49.345757
50.189791,50.889354
49.871432,49.843350
50.546830,49.388229
50.048478,49.322803
49.765799,49.109801
49.520537,50.189279
49.448189,49.615136
50.607635,50.310613
49.201296,50.238204
50.280933,49.809091
49.688402,49.890817
50.265230,49.684982
50.575212,50.207547
50.204052,49.174839
49.900481,50.871069
50.496829,49.389653
49.921489,50.273392
49.736462,50.449400
50.007208,49.512603
50.191776,50.543817
50.233163,50.391047
50.304064,50.308306
50.040061,50.947139
49.738653,50.100720
50.038487,50.641845
50.306967,49.709884
50.420060,50.550516
50.151562,50.988049
49.338135,49.791773
49.595324,49.819930
49.278780,50.078405
50.170790,49.163632
49.987793,50.073703
49.118995,50.328300
50.294860,50.652648
49.263877,50.395895
49.682009,49.717126
49.498855,49.685514
50.147686,49.624955
49.013004,49.994363
50.171469,50.671741
50.585362,49.981739
49.784979,49.349865
49.911478,50.449424
49.624233,49.699947
49.658089,49.205336
50.151693,49.034962
49.631298,49.689560
49.523204,50.519290
49.183806,49.458983
49.714600,50.764567
49.611176,49.896300
49.669739,49.140952
50.250170,50.868726
50.198770,50.154767
49.395450,50.546627
49.577432,50.543329
50.196078,49.690276
50.846062,50.340018
50.221823,50.162569
49.096972,49.909774
49.608197,50.846778
49.234476,50.151925
50.912982,49.698961
50.061744,49.762841
50.772012,49.833993
49.865879,49.972093
50.419435,49.167763
50.328710,50.769647
49.327350,49.547355
49.597383,49.203060
50.995231,49.990515
50.806446,49.660969
50.118602,50.526495
49.737288,49.946509
50.078324,49.522803
49.678216,49.855212
49.347602,49.655726
50.749652,50.182005
49.732669,49.271889
50.227814,49.411643
50.814173,49.526379
50.675677,49.973537
49.842575,49.904020
49.802385,49.723875
49.217355,50.397275
49.993709,49.371389
50.396027,49.363692
50.227849,49.114520
50.310211,49.478296
49.757400,49.437312
50.074071,49.127093
49.668918,49.633501
50.362057,49.285316
50.265647,50.162104
50.464938,49.929601
50.503777,49.983139
50.740070,49.468746
49.630456,50.099359
49.934341,50.492959
49.783342,49.258872
49.537254,50.632722
49.742322,50.150630
49.628369,49.856479
50.141305,50.705877
50.125641,49.176693
49.973402,50.284690
50.060704,50.505216
49.948557,50.940515
50.435230,50.292749
50.040645,50.101466
49.657231,50.260015
49.439284,49.474987
50.576842,49.681932
49.297819,49.745807
49.432581,49.529025
49.574141,49.707958
49.810224,50.059858
50.313828,49.247782
49.774959,50.823916
50.320882,49.117326
50.546457,50.283305
49.275709,50.171940
50.262018,49.481733
50.108519,50.830962
49.991614,50.496652
49.943078,49.257121
50.120926,49.712101
49.725852,49.507777
49.645225,49.631947
49.793488,50.402291
49.630245,50.696338
50.506342,50.654298
50.438273,50.006128
50.535868,50.762563
50.298627,49.368394
49.534196,50.854213
50.962352,50.182101
50.527499,49.192268
50.192882,50.788469
49.730786,49.563411
50.228663,49.659949
49.741957,50.435028
49.437846,49.573541
49.614610,50.301153
49.800901,50.292674
50.304049,50.513936
50.148937,49.439440
49.283526,49.592815
49.644845,49.681143
49.263056,50.650324
50.863737,49.921205
50.148465,49.727132
49.303747,49.449572
49.302500,49.524268
50.403805,50.443294
49.584202,50.631067
49.622811,49.216497
50.395437,50.474227
49.859588,49.166206
49.778091,49.788578
49.037761,50.079715
49.480932,49.865436
49.463118,49.629501
49.289534,49.326178
50.347564,49.211926
50.110517,49.933730
49.926835,49.368577
49.879801,49.196042
49.864857,49.492964
50.510525,50.155749
49.992465,49.301583
49.586117,50.429572
50.001277,49.606286
50.852960,50.029518
49.520385,50.468320
50.011009,49.524372
49.485655,49.366488
49.134573,49.784959
49.084368,50.351107
50.597317,50.702783
49.223165,50.025852
49.339215,50.693968
49.630386,50.013992
50.444140,49.903820
50.009140,50.623398
49.791269,49.896017
50.411701,49.139939
49.728200,49.430845
50.694863,49.402770
50.175196,49.261829
50.929280,49.721975
49.139527,50.383815
50.144413,49.303463
50.178244,49.901592
50.477324,49.223406
50.693363,49.859923
50.145084,49.420315
50.103872,50.826721
50.004423,49.342894
49.264572,50.237280
49.993364,50.430038
49.976044,50.306164
49.400968,49.514096
50.087030,49.439069
49.901179,50.571675
50.141756,49.316327
49.251351,50.095772
49.773166,49.825262
50.137632,49.881763
50.638711,49.812250
50.316090,49.259359
50.400648,50.396902
50.079437,49.325972
49.860224,50.187788
49.435194,50.181649
49.563906,49.610102
50.125594,50.100132
49.777419,49.423836
49.963391,50.713810
49.953251,50.453898
49.744664,50.059581
50.392769,49.818113
49.865550,49.795111
49.660420,49.829437
50.533631,49.965298
